Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
Clinical Terminology for International and U.S. Students,839,"2, 2, 2, 1, 1, 1, 1, 1, 1, 1","733, 555, 627, 322, 1073, 1220, 1029, 798, 306, 1451","Epidemiology: The Basic Science of Public Health, Social Psychology, Information Visualization, Computer Vision: The Fundamentals, Bioethics, Fundamentals of Structured Writing for Technical Documentation, Introduction to Recommender Systems, Universal Design and Accessibility for Online Learning, Human-Computer Interaction, Health Data Analytics"
Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship,840,"109, 98, 95, 92, 90, 80, 73, 67, 65, 63","470, 345, 893, 546, 900, 902, 1473, 894, 1261, 895","Technology Entrepreneurship Part 1, Introduction to Finance, Big Data for Better Performance, Foundations of Business Strategy, Principles of Project Management, Strategic Management, Leadership: Identity, Influence and Power, Financial Literacy, The secret power of brands, Financial Planning"
Microeconomics,841
Citizenship and U.S. Immigration,842,"9, 8, 8, 8, 8, 8, 6, 6, 6, 6","864, 1713, 1708, 921, 1611, 766, 840, 1709, 1262, 1700","Student Thinking at the Core, R Programming, 媒介批评:理论与方法 Media Criticism: Theory and Method, Analysis of Algorithms, Financial Analysis, Crafting an Effective Writer: Tools of the Trade, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, WALL STREET MOOC: Understanding Financial Markets, Web science: how the web is changing the world, Social Media for Journalists: The Basics"
Pre-Calculus,843,"33, 28, 21, 19, 19, 18, 14, 13, 13, 13","515, 563, 370, 1337, 331, 386, 1076, 345, 334, 1013","Pre-Calculus, Calculus One, Introduction to Mathematical Thinking, Linear Algebra - Foundations to Frontiers, Calculus: Single Variable, Data Analysis, Calculus Two: Sequences and Series, Introduction to Finance, Statistics One, Mathematical Methods for Quantitative Finance"
Climate Literacy: Navigating Climate Change Conversations,844,"5, 5, 4, 4, 4, 4, 4, 4, 4, 4","345, 539, 901, 974, 617, 352, 950, 329, 372, 710","Introduction to Finance, Sustainable Agricultural Land Management, Sports and Recreation Management, The Fall and Rise of Jerusalem, English Composition I: Achieving Expertise, Fantasy and Science Fiction: The Human Mind, Our Modern World, Practice Based Research in the Arts, Introduction to Logic, An Introduction to Operations Management, Inspiring Leadership through Emotional Intelligence"
Introduction to Systematic Program Design - Part 1,845,"10, 10, 9, 9, 8, 8, 8, 8, 8, 8","1152, 1186, 1029, 454, 342, 548, 339, 385, 1031, 452","Data Mining with Weka, Principles of Reactive Programming, Introduction to Recommender Systems, Web Intelligence and Big Data, Computer Architecture, CS184.1x: Foundations of Computer Graphics, Algorithms, Part I, Learn to Program: The Fundamentals, Beginning Game Programming with C#, Programming Languages"
Analyse Numérique pour Ingénieurs,846,"8, 8, 8, 7, 6, 6, 5, 5, 5, 5","1487, 441, 849, 1282, 1622, 522, 1697, 1701, 1514, 1605","Paradigms of Computer Programming, Introduction à la programmation orientée objet (en Java), Introduction à la programmation orientée objet (en C++), Villes africaines: une introduction à la planification urbaine / African cities : an introduction to urban planning, MF201x: Mecanique des Fluides, Introduction to Guitar, Introduction to Computational Arts: Processing, Parallel Programming Concepts, Introduction aux technologies des médias interactifs numériques, Éléments de Géomatique"
Initiation à la programmation (en Java),847,"10, 6, 5, 4, 4, 3, 3, 3, 2, 2","441, 831, 408, 446, 599, 442, 697, 1580, 1178, 1786","Introduction à la programmation orientée objet (en Java), Introduction to Programming in Java, An Introduction to Interactive Programming in Python, 6.00x: Introduction to Computer Science and Programming, M101J: MongoDB for Java Developers, CS50x: Introduction to Computer Science, Conception et mise en œuvre d'algorithmes., DB: Introduction to Databases, Programming Mobile Applications for Android Handheld Systems, Learn how to lead"
Initiation à la programmation (en C++),848,"8, 3, 3, 3, 2, 2, 2, 2, 2, 2","849, 1187, 1618, 1475, 1497, 642, 999, 345, 1577, 846","Introduction à la programmation orientée objet (en C++), L'art des structures 1 : Câbles et arcs, EE-102Bx: Electrotechnique II, Mobile Robotics, QuidQuam ? Eureka ! – Comprendre le monde au quotidien, Introduction to Computer Architecture, Diagnosing the Financial Health of a Business, Introduction to Finance, CVX101: Convex Optimization, Analyse Numérique pour Ingénieurs"
Introduction à la programmation orientée objet (en C++),849,"20, 14, 12, 11, 10, 9, 9, 8, 8, 8","441, 1646, 1487, 1341, 442, 921, 339, 848, 846, 1187","Introduction à la programmation orientée objet (en Java), 30240184x: Data Structures, Paradigms of Computer Programming, Introduction to Computer Science and Programming Using Python, CS50x: Introduction to Computer Science, Analysis of Algorithms, Algorithms, Part I, Initiation à la programmation (en C++), Analyse Numérique pour Ingénieurs, L'art des structures 1 : Câbles et arcs"
Video Games and Learning,850,"4, 4, 3, 3, 3, 2, 2, 2, 2, 2","343, 681, 683, 874, 1176, 580, 1000, 667, 786, 866","Gamification, Human Evolution: Past and Future, Globalizing Higher Education and Research for the ‘Knowledge Economy’, Foundations of Teaching for Learning 1: Introduction, Concepts in Game Development, Game Design Concepts, Early Childhood Education, Søren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity, Fundamentos para la Dirección de Proyectos, Teaching Character and Creating Positive Classrooms "
Introduction to Programming for Musicians and Digital Artists,851,"10, 8, 8, 7, 7, 6, 5, 5, 5, 5","983, 1645, 686, 525, 577, 604, 950, 675, 1560, 1053","Design 101 (or Design Basics), The Art of Drawing and Painting, Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics, Introduction to Music Production, Digital Media One, Interactive Multimedia Production, Practice Based Research in the Arts, Introduction to Art: Concepts & Techniques, The Art of Photography, Introduction to Computational Arts"
Aléatoire : une Introduction aux Probabilités ,852,"12, 11, 11, 8, 7, 7, 6, 6, 6, 6","1520, 691, 1496, 334, 1349, 361, 1398, 697, 388, 370","Fondamentaux en statistique, Initiation à la théorie des distributions, Introduction to Probability - The Science of Uncertainty, Statistics One, Data Analysis and Statistical Inference , Introduction to Statistics, 数学之旅 The Journey of Mathematics, Conception et mise en œuvre d'algorithmes., Computing for Data Analysis, Introduction to Mathematical Thinking"
El ABC del emprendimiento esbelto ,853,"3, 3, 3, 3, 3, 3, 3, 3, 3, 3","837, 982, 719, 705, 949, 734, 952, 864, 737, 661","Health for All Through Primary Health Care, Monte Carlo Methods in Finance, Continuidad y desarrollo de la empresa familiar, Innovación educativa con recursos abiertos, Instructional Methods in Health Professions Education, Desarrollo rápido de productos innovadores para mercados emergentes, Virology I: How Viruses Work, Student Thinking at the Core, Matemáticas y Movimiento, Ser más creativos"
How Green Is That Product? An Introduction to Life Cycle Environmental Assessment,854,"19, 17, 16, 15, 13, 13, 13, 12, 12, 12","1269, 1444, 563, 383, 1313, 990, 1327, 1325, 1697, 418","How to Change the World, Good brain, bad brain: basics, Calculus One, Think Again: How to Reason and Argue, An Introduction to Functional Analysis, Stunt Writing for Personal Growth, What’s Your Big Idea?, Introduction to Cybersecurity, Introduction to Computational Arts: Processing, Introduction to Philosophy"
Einführung in Computer Vision,855,"90, 87, 58, 57, 54, 47, 46, 45, 44, 41","1311, 1475, 316, 414, 1586, 595, 1579, 1585, 1020, 462","Discrete Inference and Learning in Artificial Vision, Mobile Robotics, Information Theory, Artificial Intelligence Planning, Introduction to Computer Programming, Computational Methods for Data Analysis, StatLearning: Statistical Learning, Power and elegance of computational thinking, CS 7641, Machine Learning, Image and video processing: From Mars to Hollywood with a stop at the hospital"
"Science, Technology, and Society in China II: History of S&T in Chinese Society",856,"4, 3, 3, 3, 2, 2, 2, 2, 2, 2","857, 517, 520, 941, 812, 1410, 1525, 940, 939, 1233","Science, Technology, and Society in China III: The Present & Policy Implications, Science, Technology, and Society in China I: Basic Concepts, A New History for a New China, 1700-2000: New Data and New Methods, Part 1, SW12x: China, UT.3.01x: Age of Globalization, 中医药与中华传统文化 Traditional Chinese Medicine and Chinese Culture, Historical Relic Treasures and Cultural China: Part 1, AI2.2x: Poetry in America: Whitman, ENG112x: Shakespeare: On the Page and in Performance, History of Chinese Architecture: Part 1"
"Science, Technology, and Society in China III: The Present & Policy Implications",857,"4, 3, 3, 2, 2, 2, 2, 2, 2, 2","856, 941, 926, 1398, 1233, 425, 727, 810, 812, 883","Science, Technology, and Society in China II: History of S&T in Chinese Society, SW12x: China, 24.00x: Introduction to Philosophy: God, Knowledge and Consciousness, 数学之旅 The Journey of Mathematics, History of Chinese Architecture: Part 1, Cryptography II, Content Strategy for Professionals: Engaging Audiences for Your Organization, UT.2.01x: Ideas of the Twentieth Century, UT.3.01x: Age of Globalization, Foundations of Teaching for Learning 6: Introduction to Student Assessment"
8.MReV: Mechanics ReView,858,"4, 4, 3, 3, 3, 3, 3, 3, 3, 3","938, 444, 688, 634, 505, 1341, 595, 964, 742, 904","8.01x: Classical Mechanics, 6.002x: Circuits and Electronics, Programmed cell death, 8.02x: Electricity and Magnetism, Coding the Matrix: Linear Algebra through Computer Science Applications, Introduction to Computer Science and Programming Using Python, Computational Methods for Data Analysis, Game Elements for Learning, 2.01x: Elements of Structures, User Experience for the Web"
Digital ASIC Design,859,"22, 13, 12, 12, 10, 10, 10, 10, 9, 9","619, 423, 1041, 444, 428, 547, 716, 618, 1227, 1420","Digital System Design, Digital Signal Processing, Linear Circuits, 6.002x: Circuits and Electronics, VLSI CAD:  Logic to Layout, MOS Transistors, Introduction to Power Electronics, Basic Electrical Circuits, Electronic Circuits, Haptics: Introduction to Haptics"
Foundations of Virtual Instruction,860,"11, 9, 8, 8, 8, 7, 7, 7, 6, 6","1567, 874, 877, 1612, 870, 421, 409, 1722, 790, 998","Advanced Instructional Strategies in the Virtual Classroom, Foundations of Teaching for Learning 1: Introduction, Foundations of Teaching for Learning 4: Curriculum, Digital Learning Transition, Emerging Trends & Technologies in the Virtual K-12 Classroom, E-learning and Digital Cultures, Fundamentals of Online Education: Planning and Application, Performance Assessment in the Virtual Classroom, Instructional Ideas and Technology Tools for Online Success, Becoming a Confident Trainer"
Genetics and Society: A Course for Educators,861,"9, 8, 8, 7, 7, 6, 5, 5, 5, 5","1001, 1636, 862, 998, 866, 949, 863, 1000, 874, 766","Education in a Changing World, Creative Problem Solving, Evolution: A Course for Educators, Becoming a Confident Trainer, Teaching Character and Creating Positive Classrooms , Instructional Methods in Health Professions Education, The Dynamic Earth: A Course for Educators, Early Childhood Education, Foundations of Teaching for Learning 1: Introduction, Crafting an Effective Writer: Tools of the Trade"
Evolution: A Course for Educators,862,"19, 15, 14, 10, 9, 9, 8, 8, 8, 7","421, 1001, 876, 968, 870, 998, 1260, 871, 861, 1000","E-learning and Digital Cultures, Education in a Changing World, Foundations of Teaching for Learning 3: Learners and Learning, Big Data in Education, Emerging Trends & Technologies in the Virtual K-12 Classroom, Becoming a Confident Trainer, The mind is flat: the shocking shallowness of human psychology, Surviving Your Rookie Year of Teaching: 3 Key Ideas & High Leverage Techniques, Genetics and Society: A Course for Educators, Early Childhood Education"
The Dynamic Earth: A Course for Educators,863,"7, 6, 5, 5, 4, 4, 4, 4, 3, 3","862, 860, 861, 900, 874, 880, 949, 893, 980, 1071","Evolution: A Course for Educators, Foundations of Virtual Instruction, Genetics and Society: A Course for Educators, Principles of Project Management, Foundations of Teaching for Learning 1: Introduction, Common Core in Action: Literacy Across Content Areas, Instructional Methods in Health Professions Education, Big Data for Better Performance, Reason and Persuasion: Thinking Through Three Dialogues By Plato, Digital Tools for the K-12 Educator"
Student Thinking at the Core,864,"23, 21, 18, 17, 16, 15, 15, 14, 13, 13","1262, 383, 980, 317, 766, 370, 866, 1449, 911, 352","Web science: how the web is changing the world, Think Again: How to Reason and Argue, Reason and Persuasion: Thinking Through Three Dialogues By Plato, Model Thinking, Crafting an Effective Writer: Tools of the Trade, Introduction to Mathematical Thinking, Teaching Character and Creating Positive Classrooms , A beginners’ guide to writing in English for university study, Moralities of Everyday Life, Fantasy and Science Fiction: The Human Mind, Our Modern World"
Art and Inquiry: Museum Teaching Strategies For Your Classroom ,865,"7, 7, 7, 7, 6, 6, 6, 5, 5, 5","598, 693, 903, 866, 1001, 910, 1342, 513, 876, 713","The Modern and the Postmodern, Live!:  A History of Art for Artists, Animators and Gamers, Teaching Adult Learners, Teaching Character and Creating Positive Classrooms , Education in a Changing World, Roman Architecture, Buddhist Meditation and the Modern World, Archaeology's Dirty Little Secrets, Foundations of Teaching for Learning 3: Learners and Learning, Early Renaissance Architecture in Italy: from Alberti to Bramante"
